ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000257225	6	4	12	2	20	3	1	13	5	4
ENSG00000257226	0	6	0	2	0	5	8	0	4	0
ENSG00000257228	0	0	0	0	0	0	0	0	0	0
ENSG00000257230	0	0	0	0	0	0	0	0	0	0
ENSG00000257231	2	2	4	10	0	9	2	4	2	7
ENSG00000257235	0	0	0	0	0	0	0	0	0	0
ENSG00000257237	0	0	0	0	0	0	0	0	0	0
ENSG00000257239	0	4	0	0	1	1	0	3	1	5
ENSG00000257241	1	0	0	0	0	0	0	1	0	0
ENSG00000257242	19	28	4	51	11	19	52	23	16	25
ENSG00000257243	11	5	12	2	4	3	1	18	8	4
ENSG00000257246	1	3	3	3	5	5	2	0	0	1
ENSG00000257252	29	29	18	0	2	25	15	2	2	9
ENSG00000257253	0	0	61	0	4	0	1	0	0	0
ENSG00000257254	0	0	0	0	0	0	0	0	0	0
ENSG00000257256	0	0	3	0	0	0	0	0	0	0
ENSG00000257258	3	1	2	8	5	5	2	1	6	3
ENSG00000257259	511	0	1	1	25	4	1	3	0	3
ENSG00000257261	16	46	67	57	93	36	27	64	66	79
ENSG00000257262	0	0	1	0	50	0	1	13	0	3
ENSG00000257264	0	0	1	2	0	0	1	0	0	0
ENSG00000257265	0	0	0	0	0	0	0	0	0	0
ENSG00000257267	2568	2374	1085	1097	1391	1947	1918	1463	1356	958
ENSG00000257268	0	0	0	0	0	0	0	0	0	0
ENSG00000257270	41	21	61	41	62	74	24	95	77	10
ENSG00000257271	0	1	2	0	9	0	0	1	3	2
ENSG00000257272	4	1	4	3	8	3	0	0	1	8
ENSG00000257275	0	0	0	0	1	2	0	0	0	1
ENSG00000257277	1	0	0	0	0	0	2	1	1	1
ENSG00000257279	1	4	8	1	3	1	1	7	3	6
ENSG00000257281	1	0	0	0	2	0	2	2	0	4
ENSG00000257283	8	342	11	14	4	15	45	5	18	3
ENSG00000257284	0	0	0	0	0	0	1	0	0	0
ENSG00000257285	35	22	32	12	14	27	7	16	7	10
ENSG00000257286	0	0	0	0	0	0	0	0	0	0
ENSG00000257287	0	0	0	0	0	0	0	0	0	0
ENSG00000257288	0	1	0	0	0	0	2	0	1	0
ENSG00000257289	0	0	0	0	0	0	0	0	0	0
ENSG00000257292	0	0	0	0	0	0	0	0	0	0
ENSG00000257294	0	0	0	43	0	0	0	0	0	0
ENSG00000257296	0	0	0	0	0	0	0	0	0	0
ENSG00000257298	19	9	39	1	34	5	18	6	19	4
ENSG00000257300	0	0	0	0	0	0	0	0	0	0
ENSG00000257302	0	0	0	0	4	0	0	1	0	2
ENSG00000257303	62	37	59	41	51	53	64	52	30	41
ENSG00000257307	14	7	1	2	12	3	2	0	0	2
ENSG00000257308	0	0	0	0	0	0	0	0	1	0
ENSG00000257310	0	0	0	0	0	0	0	0	0	0
ENSG00000257315	147	269	456	4	639	53	397	547	246	119
ENSG00000257316	0	0	0	1	0	0	0	0	0	0
ENSG00000257319	0	0	3	0	0	0	0	11	0	1
ENSG00000257322	48	7	4	3	4	16	3	0	2	3
ENSG00000257323	0	0	0	0	0	0	0	0	0	0
ENSG00000257325	0	0	0	0	0	0	0	1	7	3
ENSG00000257327	2	7	2	23	0	7	2	5	4	0
ENSG00000257329	1	0	0	0	0	0	0	0	0	0
ENSG00000257331	0	0	0	0	0	0	0	4	0	0
ENSG00000257332	3	2	2	0	2	0	0	0	2	0
ENSG00000257335	20	43	6	53	5	31	14	67	3	17
ENSG00000257336	1	0	1	8	0	1	0	0	4	0
ENSG00000257337	65	463	2595	832	327	318	180	794	120	124
ENSG00000257341	3	1	1	2	1	0	2	0	0	0
ENSG00000257342	0	0	0	0	0	0	0	0	0	0
ENSG00000257343	0	0	0	0	63	0	0	1	0	0
ENSG00000257345	2	0	0	2	0	3	0	0	0	0
ENSG00000257346	2	2	3	29	1	26	14	0	4	0
ENSG00000257350	0	0	0	0	0	0	0	0	0	0
ENSG00000257354	416	200	1097	489	621	242	239	237	134	554
ENSG00000257355	3	0	1	0	0	0	2	3	1	0
ENSG00000257356	0	0	0	0	0	0	0	0	0	0
ENSG00000257359	0	0	0	0	0	0	0	3	0	0
ENSG00000257360	0	0	0	0	0	0	0	0	0	0
ENSG00000257364	0	0	0	0	0	0	0	0	11	0
ENSG00000257365	1223	1835	698	4487	1207	1108	8925	922	510	304
ENSG00000257366	0	0	1	0	0	0	0	0	0	0
ENSG00000257368	0	0	0	0	0	0	0	0	0	0
ENSG00000257373	0	0	0	0	0	0	0	2	0	0
ENSG00000257376	8	3	2	1	8	1	3	2	5	5
ENSG00000257378	0	0	0	0	0	0	0	0	0	0
ENSG00000257379	16	5	10	2	7	5	5	7	13	4
ENSG00000257381	0	0	0	0	0	0	0	0	0	0
ENSG00000257384	1	0	5	0	8	1	0	1	0	0
ENSG00000257386	0	0	0	0	0	0	0	0	0	0
ENSG00000257389	0	0	0	0	0	0	0	0	16	0
ENSG00000257390	19	15	6	25	45	11	5	9	14	8
ENSG00000257391	0	0	3	1	0	0	0	0	0	0
ENSG00000257392	0	0	0	0	0	0	0	0	0	0
ENSG00000257395	0	0	2	0	0	0	0	0	0	0
ENSG00000257398	5	0	16	0	32	6	0	22	0	1
ENSG00000257400	0	0	0	1	0	0	0	0	0	0
ENSG00000257402	0	0	0	0	12	0	0	2	0	0
ENSG00000257403	4	0	6	0	0	1	1	1	3	0
ENSG00000257404	0	0	0	0	0	0	0	0	0	0
ENSG00000257405	1	0	0	0	0	0	0	0	0	0
ENSG00000257407	0	0	0	0	2	0	0	1	0	2
ENSG00000257408	0	0	0	0	0	0	0	0	0	1
ENSG00000257410	0	0	0	0	0	0	0	0	0	0
ENSG00000257411	0	0	0	0	1	0	1	0	0	0
ENSG00000257414	0	0	0	0	0	0	0	0	0	1
ENSG00000257415	0	0	0	0	0	0	0	0	0	0
ENSG00000257426	0	0	0	0	0	0	0	0	0	0
ENSG00000257429	0	1	0	0	0	0	2	0	67	0
ENSG00000257431	2	2	11	0	1	1	0	3	0	205
ENSG00000257432	0	0	0	0	0	0	0	0	0	0
ENSG00000257433	27	65	43	118	49	33	38	51	39	59
ENSG00000257434	1	0	0	0	1	0	0	3	0	0
ENSG00000257435	0	0	0	0	0	0	0	0	0	0
ENSG00000257438	0	0	3	0	0	0	0	1	0	0
ENSG00000257443	8	3	7	1	13	4	0	5	4	10
ENSG00000257444	1	0	0	0	0	0	0	0	0	0
ENSG00000257446	86	7	27	2	1	5	11	17	26	7
ENSG00000257449	2	0	1	4	1	1	1	2	1	1
ENSG00000257452	0	0	0	0	1	0	0	1	0	0
ENSG00000257453	3	5	1	7	0	2	8	1	3	3
ENSG00000257454	1	0	0	0	0	0	0	0	0	0
ENSG00000257456	1	1	4	0	6	0	0	9	2	0
ENSG00000257458	0	0	0	0	0	0	0	0	0	0
ENSG00000257464	0	2	2	0	1	1	4	6	1	7
ENSG00000257465	0	0	1	0	0	0	0	0	1	0
ENSG00000257467	15	3	40	0	31	8	1	2	7	2
ENSG00000257470	0	0	0	0	0	0	0	0	0	0
ENSG00000257472	0	0	0	0	1	1	0	0	0	0
ENSG00000257474	1	0	0	0	0	0	0	0	3	1
ENSG00000257475	2	2	9	5	2	4	1	3	4	0
ENSG00000257476	0	0	0	0	0	0	0	0	0	0
ENSG00000257477	0	0	1	1	0	0	0	1	0	0
ENSG00000257480	0	0	0	0	0	0	0	0	0	0
ENSG00000257488	2	0	0	0	0	1	0	1	1	0
ENSG00000257489	7	0	5	0	8	9	0	17	15	3
ENSG00000257493	0	0	0	0	0	0	0	0	0	0
ENSG00000257494	0	0	0	0	0	0	0	1	0	0
ENSG00000257495	0	0	1	0	1	0	0	0	0	1
ENSG00000257496	1	1	2	0	8	0	1	2	84	4
ENSG00000257497	173	39	51	52	27	44	51	50	92	51
ENSG00000257500	2	0	0	0	4	0	0	0	0	0
ENSG00000257501	4	0	5	0	4	1	71	0	1	1
ENSG00000257503	0	0	0	0	0	0	0	1	0	1
ENSG00000257504	0	0	0	0	0	0	0	0	0	0
ENSG00000257506	0	0	0	0	0	0	0	0	0	0
ENSG00000257507	1	2	10	5	7	4	3	2	2	0
ENSG00000257509	4	7	25	10	33	24	16	17	5	7
ENSG00000257510	0	0	0	0	0	0	0	0	0	0
ENSG00000257511	187	100	70	59	101	108	69	106	57	72
ENSG00000257512	3	10	5	0	1	9	1	0	1	3
ENSG00000257513	0	0	1	0	2	0	0	7	7	5
ENSG00000257514	1	0	0	0	0	0	5	0	1	0
ENSG00000257515	1	0	0	0	0	0	0	0	10	0
ENSG00000257517	1	0	0	0	0	0	0	0	0	1
ENSG00000257519	0	0	0	1	1	0	0	0	3	0
ENSG00000257520	0	0	0	0	1	0	0	0	2	0
ENSG00000257522	0	0	0	0	0	0	0	0	4	0
ENSG00000257523	1	0	0	0	0	0	0	0	2	0
ENSG00000257524	27	23	19	99	7	82	33	82	49	31
ENSG00000257526	11	9	17	8	38	6	6	15	13	8
ENSG00000257527	0	0	0	0	1	0	0	0	0	0
ENSG00000257528	0	0	0	0	0	0	0	0	0	0
ENSG00000257529	6	7	0	4	3	1	1	10	3	6
ENSG00000257530	0	2	0	2	1	12	8	0	0	0
ENSG00000257531	0	1	6	1	0	1	0	2	1	0
ENSG00000257534	2	7	10	0	3	3	0	8	3	0
ENSG00000257539	5	0	0	2	1	1	0	0	1	2
ENSG00000257541	0	1	0	0	0	0	0	0	0	0
ENSG00000257542	2	997	1	565	4	7	5	0	98	1
ENSG00000257543	70	17	50	50	15	17	14	27	20	25
ENSG00000257545	4	2	7	2	4	1	1	3	2	2
ENSG00000257548	0	0	0	0	0	0	0	0	0	0
ENSG00000257550	1	0	3	0	4	0	3	2	2	1
ENSG00000257551	2	2	10	0	5	3	4	7	1	4
ENSG00000257553	0	0	0	0	0	0	0	0	0	0
ENSG00000257556	3	5	274	67	114	30	17	187	20	125
ENSG00000257557	58	56	124	35	50	21	49	67	26	11
ENSG00000257558	0	0	0	0	0	0	0	0	0	0
ENSG00000257563	0	0	0	0	0	0	0	0	0	0
ENSG00000257564	2	1	0	0	1	0	0	0	1	0
ENSG00000257568	0	0	0	0	1	0	0	0	0	1
ENSG00000257569	1	0	0	0	1	1	1	1	0	1
ENSG00000257570	0	0	0	1	0	0	0	0	1	1
ENSG00000257572	0	1	0	0	1	0	0	1	0	0
ENSG00000257576	12	36	15	37	21	16	18	14	31	129
ENSG00000257579	0	0	0	0	0	1	0	0	0	0
ENSG00000257580	0	1	0	0	0	1	0	1	0	0
ENSG00000257582	0	0	0	0	3	1	0	4	0	0
ENSG00000257583	0	0	0	0	0	0	0	0	0	0
ENSG00000257585	0	0	0	0	0	0	1	0	0	1
ENSG00000257586	0	0	0	0	0	0	0	0	0	0
ENSG00000257587	0	0	0	0	0	0	0	0	3	0
ENSG00000257588	1	0	26	0	21	6	2	6	0	9
ENSG00000257591	58	20	22	5	1	2	16	31	25	35
ENSG00000257594	24	29	25	2	53	12	53	34	16	17
ENSG00000257595	12	38	35	50	14	7	4	18	1	10
ENSG00000257596	10	10	17	44	14	12	11	20	50	21
ENSG00000257599	1	18	2	4	3	1	447	1	5	2
ENSG00000257603	0	0	0	0	0	0	0	0	0	0
ENSG00000257604	2	0	0	1	1	0	1	0	6	0
ENSG00000257605	78	147	27	230	15	25	149	25	149	97
ENSG00000257607	0	0	0	0	0	0	0	0	0	0
ENSG00000257609	0	0	0	0	0	0	0	0	0	0
ENSG00000257611	1	0	0	0	3	0	0	1	1	8
ENSG00000257612	0	0	0	0	0	0	0	0	0	0
ENSG00000257613	7	4	10	7	4	10	2	4	9	3
ENSG00000257614	0	0	0	0	0	0	0	0	0	0
ENSG00000257616	1	1	2	3	103	1	2	0	2	0
ENSG00000257621	2440	1558	2525	1267	2672	2595	1872	2238	1990	843
ENSG00000257622	0	1	0	0	0	2	0	0	0	0
ENSG00000257624	2	0	0	0	2	0	0	1	0	1
ENSG00000257629	0	0	0	0	1	0	0	0	0	0
ENSG00000257634	0	0	0	0	0	0	0	0	0	0
ENSG00000257635	0	0	0	0	1	0	0	0	0	1
ENSG00000257636	0	0	0	0	2	0	0	0	0	60
ENSG00000257639	106	0	1	0	0	0	0	0	0	0
ENSG00000257640	0	2	0	1	0	9	0	0	0	0
ENSG00000257642	10	0	0	0	0	0	0	1	1	0
ENSG00000257643	0	1	2	3	0	0	1	0	2	0
ENSG00000257644	0	0	0	0	0	0	0	0	0	0
ENSG00000257645	0	0	0	0	0	0	0	0	0	0
ENSG00000257647	12	18	23	4	17	5	11	15	1	8
ENSG00000257648	0	0	0	0	0	0	0	0	0	1
ENSG00000257649	0	0	1	0	0	0	0	0	0	0
ENSG00000257653	0	0	0	0	0	0	0	0	0	0
ENSG00000257654	0	0	0	0	0	0	0	0	0	1
ENSG00000257657	7	2	0	1	1	1	0	0	0	0
ENSG00000257658	0	0	0	0	0	0	1	0	0	0
ENSG00000257660	1	6	19	9	25	14	2	17	6	3
ENSG00000257662	0	0	0	0	0	0	3	0	0	0
ENSG00000257663	0	0	0	4	1	0	4	0	0	0
ENSG00000257664	0	0	0	0	0	0	0	0	0	0
ENSG00000257666	1	0	1	0	1	0	1	0	0	0
ENSG00000257668	0	0	0	1	0	0	0	0	0	0
ENSG00000257671	0	5	10	2	10	0	2	7	87	0
ENSG00000257672	0	0	0	0	0	0	0	0	0	0
ENSG00000257674	1	0	0	0	3	0	1	3	1	6
ENSG00000257675	1	0	0	0	48	0	1	0	0	2
ENSG00000257677	4	9	0	21	0	1	0	0	0	0
ENSG00000257680	0	0	1	0	0	1	0	0	1	0
ENSG00000257681	32	13	10	103	7	25	27	21	36	12
ENSG00000257682	0	0	0	0	0	0	0	0	5	0
ENSG00000257683	0	0	0	0	0	0	0	0	0	0
ENSG00000257687	0	0	0	0	0	0	0	0	0	0
ENSG00000257691	0	0	0	0	0	0	0	0	0	0
ENSG00000257696	10	0	8	2	6	3	4	3	0	1
ENSG00000257698	246	500	471	1448	1188	527	225	617	746	378
ENSG00000257700	0	0	0	0	1	0	0	0	0	0
ENSG00000257702	1353	1648	1134	2911	1535	754	2226	1028	687	334
ENSG00000257703	0	0	0	0	1	0	0	0	2	0
ENSG00000257704	1032	800	403	1644	417	578	591	441	582	727
ENSG00000257711	2	4	0	3	5	2	1	1	1	3
ENSG00000257715	0	0	0	0	1	1	0	1	0	1
ENSG00000257718	22	36	29	32	164	23	16	107	125	1
ENSG00000257720	0	1	0	0	0	1	0	0	0	1
ENSG00000257721	0	0	0	0	0	0	0	0	0	0
ENSG00000257723	0	0	0	0	1	0	0	0	0	0
ENSG00000257725	0	0	0	0	0	0	0	0	0	0
ENSG00000257726	0	1	0	0	4	0	0	0	0	0
ENSG00000257727	1198	2337	1232	4490	2214	2074	1739	1268	1318	1680
ENSG00000257729	0	0	0	0	0	0	0	0	0	0
ENSG00000257730	0	0	0	0	0	0	0	0	0	0
ENSG00000257731	0	0	0	0	0	0	0	0	0	0
ENSG00000257732	0	2	0	14	0	1	0	0	52	0
ENSG00000257735	1	1	8	1	1	5	5	6	1	0
ENSG00000257737	0	0	0	0	0	0	1	0	1	0
ENSG00000257738	1	0	0	0	0	0	0	0	0	0
ENSG00000257740	5	27	32	23	29	37	17	27	13	19
ENSG00000257741	0	0	0	1	0	0	1	1	1	0
ENSG00000257743	2	21	4	6	1	1	8	51	3	5
ENSG00000257746	0	0	0	0	0	0	0	0	0	0
ENSG00000257747	0	0	0	0	0	0	0	0	1	0
ENSG00000257748	0	0	0	0	1	0	0	1	0	35
ENSG00000257750	0	0	1	0	0	0	0	0	4	0
ENSG00000257751	0	0	0	0	0	0	0	0	0	0
ENSG00000257752	2	2	0	1	2	3	1	3	0	0
ENSG00000257754	1	0	0	0	0	0	0	0	1	0
ENSG00000257756	0	0	0	0	0	0	0	0	0	0
ENSG00000257757	0	0	0	0	0	0	0	0	0	0
ENSG00000257758	0	0	0	0	2	0	0	0	0	1
ENSG00000257759	2	0	3	0	1	1	0	1	0	1
ENSG00000257761	2	1	11	0	29	11	0	32	1	8
ENSG00000257762	0	0	0	0	0	0	0	0	0	0
ENSG00000257763	1	3	12	0	3	3	1	4	0	0
ENSG00000257764	0	0	0	0	0	0	0	0	0	0
ENSG00000257766	0	0	0	0	0	0	0	0	0	0
ENSG00000257767	0	1	1	0	0	2	0	1	0	0
ENSG00000257769	0	0	4	0	1	0	0	1	0	0
ENSG00000257771	0	2	6	0	4	2	0	1	0	1
ENSG00000257773	4	7	7	3	8	0	0	4	1	1
ENSG00000257777	0	0	1	0	0	0	0	0	0	0
ENSG00000257779	0	1	0	0	0	0	0	0	0	0
ENSG00000257780	0	0	0	0	0	0	0	0	0	0
ENSG00000257781	0	0	0	0	2	0	0	0	0	0
ENSG00000257784	0	0	0	0	0	0	0	0	0	1
ENSG00000257786	0	0	0	0	0	0	0	0	0	0
ENSG00000257787	0	0	0	0	0	0	0	0	0	0
ENSG00000257790	17	20	2	6	7	5	9	4	4	8
ENSG00000257792	0	0	0	0	0	0	0	0	0	0
ENSG00000257794	0	0	0	0	0	0	0	0	0	0
ENSG00000257797	0	0	0	0	0	0	0	0	0	0
ENSG00000257800	10	19	82	6	67	60	113	173	55	14
ENSG00000257802	1	4	4	0	4	1	0	0	4	1
ENSG00000257803	10	10	3	0	4	0	12	3	2	1
ENSG00000257807	0	0	0	0	8	1	0	0	0	0
ENSG00000257808	1	3	3	2	1	5	0	4	2	2
ENSG00000257809	1	0	2	4	3	3	1	0	1	0
ENSG00000257813	0	0	0	0	3	0	0	0	0	0
ENSG00000257815	536	296	190	291	157	127	89	102	192	124
ENSG00000257817	0	0	1	4	8	0	3	2	1	6
ENSG00000257818	5	4	7	3	13	2	2	3	3	2
ENSG00000257820	0	0	0	0	0	0	0	0	0	0
ENSG00000257823	0	0	0	0	0	0	0	0	0	0
ENSG00000257824	0	0	0	0	0	0	0	0	0	0
ENSG00000257825	0	0	0	0	0	0	0	0	0	0
ENSG00000257826	0	0	2	0	1	0	0	0	0	0
ENSG00000257829	0	53	54	1	21	0	0	7	3	0
ENSG00000257830	0	0	2	0	2	0	0	0	3	0
ENSG00000257831	2	1	6	1	8	7	4	2	1	6
ENSG00000257835	0	1	0	0	0	0	0	0	0	0
ENSG00000257837	0	0	0	0	0	0	0	1	1	8
ENSG00000257838	78	6	16	18	9	1	17	10	6	10
ENSG00000257839	0	0	0	0	0	0	0	0	0	0
ENSG00000257842	0	0	0	1	3	0	0	5	0	79
ENSG00000257844	0	0	0	0	0	0	0	0	0	0
ENSG00000257845	0	0	0	0	0	0	0	0	0	4
ENSG00000257846	0	0	0	0	0	0	1	1	0	2
ENSG00000257847	1	0	0	0	0	0	1	0	1	0
ENSG00000257848	0	0	1	3	0	0	1	1	0	0
ENSG00000257849	7	0	0	1	2	0	0	1	16	1
ENSG00000257851	14	10	7	1	12	2	6	8	2	13
ENSG00000257852	0	0	0	0	0	0	0	0	0	0
ENSG00000257853	0	0	0	0	1	0	0	0	0	0
ENSG00000257855	0	0	0	0	0	0	0	0	0	0
ENSG00000257858	0	0	0	0	0	0	0	0	0	0
ENSG00000257859	4	2	24	0	31	1	6	8	0	2
ENSG00000257860	0	0	0	0	0	0	0	0	0	0
ENSG00000257863	0	0	0	0	0	0	0	0	3	0
ENSG00000257864	0	0	1	0	0	1	0	0	8	5
ENSG00000257865	0	0	0	0	0	0	0	0	0	0
ENSG00000257869	0	0	0	0	36	0	0	5	3	42
ENSG00000257870	0	0	0	0	0	0	0	0	0	0
ENSG00000257872	0	0	0	0	0	0	0	0	0	0
ENSG00000257875	0	2	4	0	3	0	1	3	1	0
ENSG00000257878	0	0	0	0	0	0	0	1	0	0
ENSG00000257879	2	0	1	0	0	0	0	0	0	0
ENSG00000257880	1	1	1	0	2	2	0	2	0	0
ENSG00000257883	0	3	1	0	1	0	0	2	0	5
ENSG00000257884	0	0	5	0	0	0	2	0	0	1
ENSG00000257885	2	1	4	3	2	4	0	3	0	1
ENSG00000257886	0	0	1	1	0	0	0	1	0	1
ENSG00000257890	1	0	15	0	9	0	2	3	0	1
ENSG00000257891	0	0	0	0	0	0	0	0	0	0
ENSG00000257893	0	2	0	1	0	0	0	0	33	2
ENSG00000257894	494	2	1	3	0	6	14	0	17	1
ENSG00000257896	4	2	4	0	3	2	2	6	5	1
ENSG00000257897	0	0	0	0	0	0	0	0	0	1
ENSG00000257899	0	0	0	0	0	0	0	0	0	0
ENSG00000257900	0	0	1	0	5	0	1	0	0	1
ENSG00000257902	1	0	0	0	0	0	0	0	0	0
ENSG00000257904	1	1	2	0	3	0	1	1	2	1
ENSG00000257905	2	15	2	10	12	0	2	3	1	1
ENSG00000257906	1	0	0	0	0	0	0	2	0	0
ENSG00000257907	13	12	3	1	12	8	4	26	5	5
ENSG00000257910	0	0	2	1	1	0	0	4	0	3
ENSG00000257912	0	0	0	0	0	0	0	0	0	0
ENSG00000257913	12	6	11	9	67	31	13	54	35	20
ENSG00000257915	0	0	0	0	0	0	0	0	0	0
ENSG00000257918	5	5	8	8	7	2	2	1	2	1
ENSG00000257920	0	0	0	0	3	0	0	0	0	2
ENSG00000257921	12	10	7	10	41	1	3	5	5	5
ENSG00000257923	5603	7394	6456	11616	24728	7100	9796	7429	4548	2062
ENSG00000257924	1	0	0	0	1	0	0	0	18	1
ENSG00000257925	0	0	0	0	69	2	0	0	0	1
ENSG00000257927	2	3	0	0	4	0	1	2	16	0
ENSG00000257932	7	0	0	0	0	0	1	0	1	0
ENSG00000257933	0	0	0	0	0	0	0	0	0	0
ENSG00000257935	0	0	0	0	0	0	0	0	0	0
ENSG00000257940	0	0	0	0	0	0	0	0	0	4
ENSG00000257941	2	2	4	0	3	9	5	0	1	3
ENSG00000257943	0	0	0	0	0	0	0	0	0	0
ENSG00000257947	0	0	1	0	0	0	0	0	2	0
ENSG00000257948	0	0	0	0	0	0	0	0	0	0
ENSG00000257949	6	7	6	12	1	1	4	2	1	2
ENSG00000257950	68	64	29	45	107	62	66	26	38	46
ENSG00000257951	0	4	16	1	9	0	24	13	2	0
ENSG00000257953	1	2	17	0	214	1	5	20	1	42
ENSG00000257954	2	1	1	1	1	0	2	1	7	8
ENSG00000257955	0	0	0	0	0	0	0	0	0	0
ENSG00000257956	18	22	13	8	34	4	11	0	4	15
ENSG00000257957	0	0	2	0	1	0	0	2	0	0
ENSG00000257958	0	0	0	0	9	0	3	0	0	7
ENSG00000257959	0	0	0	0	0	0	0	0	0	0
ENSG00000257962	0	0	0	0	0	0	0	0	0	0
ENSG00000257964	0	1	15	1	7	2	0	6	4	1
ENSG00000257966	1	3	3	3	0	4	2	0	0	0
ENSG00000257976	1	0	0	0	1	0	0	2	0	1
ENSG00000257979	0	0	0	0	0	0	0	0	0	0
ENSG00000257985	0	0	0	0	0	0	0	1	0	0
ENSG00000257986	0	0	0	0	0	0	0	1	0	0
ENSG00000257987	0	2	0	1	0	1	1	1	0	0
ENSG00000257989	0	1	0	1	1	0	0	1	0	0
ENSG00000257991	0	1	0	1	0	0	0	0	0	0
ENSG00000257994	0	0	0	1	0	0	0	0	0	0
ENSG00000257995	0	0	0	0	0	0	0	0	0	0
ENSG00000257997	0	0	0	0	0	0	0	0	0	0
ENSG00000257998	0	0	0	0	0	0	0	0	0	0
ENSG00000257999	13	3	2	1	10	9	9	5	3	18
ENSG00000258001	0	0	4	0	2	0	0	9	1	1
ENSG00000258007	0	0	0	0	0	0	0	0	4	0
ENSG00000258010	0	0	3	1	1	2	0	1	3	1
ENSG00000258011	2	2	3	0	0	1	4	0	2	1
ENSG00000258012	0	2	2	0	1	2	1	0	3	0
ENSG00000258013	1	0	1	0	0	0	0	0	1	0
ENSG00000258016	2	7	0	0	6	0	1	1	1	0
ENSG00000258017	12	18	12	26	3	16	0	5	15	10
ENSG00000258018	0	1	0	0	1	0	0	0	1	5
ENSG00000258021	0	0	0	0	0	0	0	1	0	0
ENSG00000258024	0	0	13	1	1	7	0	5	0	0
ENSG00000258026	0	1	0	0	1	0	0	0	1	0
ENSG00000258027	0	0	0	0	1	0	0	0	0	0
ENSG00000258028	0	0	0	0	0	0	0	0	1	0
ENSG00000258033	2	4	1	0	4	0	0	2	3	0
ENSG00000258034	1	1	2	0	8	4	2	3	3	3
ENSG00000258035	0	0	0	1	2	0	0	0	0	0
ENSG00000258036	0	0	0	0	26	0	0	1	0	0
ENSG00000258038	1	0	0	0	0	0	0	0	1	0
ENSG00000258039	0	0	0	0	0	0	0	0	0	0
ENSG00000258044	3	0	3	1	4	0	1	0	1	0
ENSG00000258045	11	7	20	18	25	32	8	18	2	11
ENSG00000258048	10	9	6	0	2	1	7	2	16	1
ENSG00000258050	0	0	1	0	0	0	0	0	0	1
ENSG00000258051	0	0	1	0	0	0	0	0	0	0
ENSG00000258052	0	0	0	0	0	0	0	0	0	0
ENSG00000258053	3	0	1	0	1	0	0	1	0	7
ENSG00000258056	268	427	612	602	1209	424	585	601	147	393
ENSG00000258057	16	82	129	98	140	80	59	57	36	33
ENSG00000258064	0	0	0	0	0	0	0	0	0	0
ENSG00000258065	0	0	0	0	1	0	0	1	0	0
ENSG00000258066	7	1	1	3	2	0	2	1	0	0
ENSG00000258068	1	0	0	2	1	0	1	0	3	1
ENSG00000258071	0	0	0	0	0	0	0	0	0	0
ENSG00000258072	0	0	4	0	1	0	13	1	6	0
ENSG00000258073	2	1	2	0	0	0	0	0	5	0
ENSG00000258074	0	0	0	0	0	0	0	0	0	0
ENSG00000258076	0	0	0	0	0	0	0	0	0	0
ENSG00000258077	84	2	1	2	0	1	4	0	2	6
ENSG00000258080	0	0	0	0	0	0	0	0	0	0
ENSG00000258081	0	1	0	0	0	0	0	0	0	0
ENSG00000258082	2	6	3	23	4	21	20	6	5	2
ENSG00000258083	0	0	0	0	0	1	1	0	0	0
ENSG00000258084	3	1	0	0	1	0	1	1	0	0
ENSG00000258086	3	9	2	1	4	1	1	2	3	3
ENSG00000258088	13	0	0	3	0	0	0	1	1	1
ENSG00000258090	1	0	1	0	4	1	1	2	0	1
ENSG00000258091	0	0	0	0	0	0	0	0	0	0
ENSG00000258092	4	2	2	3	3	0	2	7	4	0
ENSG00000258096	1	2	1	2	3	0	2	0	3	6
ENSG00000258098	0	0	0	0	0	0	0	0	2	0
ENSG00000258099	4	3	4	5	3	9	4	9	10	12
ENSG00000258100	33	22	10	1	3	1	5	17	0	0
ENSG00000258101	79	7	86	31	207	19	21	76	70	31
ENSG00000258102	134	154	104	70	21	74	94	65	149	52
ENSG00000258104	0	0	1	0	2	0	0	1	1	0
ENSG00000258107	0	0	0	0	0	0	0	0	0	0
ENSG00000258108	0	0	0	0	1	0	0	0	0	0
ENSG00000258111	1	2	1	1	0	1	0	0	0	0
ENSG00000258112	1	0	0	0	1	0	0	0	0	0
ENSG00000258114	0	0	0	0	0	0	0	0	0	0
ENSG00000258115	6	0	0	0	0	0	0	2	0	0
ENSG00000258116	4	1	0	0	1	1	9	6	18	1
ENSG00000258117	0	0	0	1	0	0	0	0	0	0
ENSG00000258118	0	0	1	3	2	0	0	1	0	0
ENSG00000258119	0	0	0	0	0	0	0	0	0	0
