ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000258665	0	0	0	1	0	0	0	0	0	0
ENSG00000258666	0	0	0	0	0	0	0	0	0	0
ENSG00000258667	11	12	0	4	5	45	1	1	15	0
ENSG00000258668	0	0	0	0	0	0	0	0	0	0
ENSG00000258670	94	1	16	62	35	153	17	70	33	62
ENSG00000258671	0	0	0	3	0	0	1	0	0	0
ENSG00000258672	0	0	0	0	0	1	1	0	1	0
ENSG00000258673	0	2	2	3	3	5	0	0	3	9
ENSG00000258674	64	79	41	93	62	66	57	107	48	144
ENSG00000258675	3	0	1	10	11	3	3	11	3	5
ENSG00000258676	2	0	0	0	0	1	0	0	10	0
ENSG00000258677	0	0	0	0	0	0	2	0	1	0
ENSG00000258678	0	0	0	0	0	0	0	0	0	0
ENSG00000258679	0	0	0	2	3	0	0	0	1	6
ENSG00000258680	0	0	0	0	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0	0	0	0	0
ENSG00000258682	85	29	10	5	8	74	29	24	120	0
ENSG00000258683	0	0	0	0	0	0	3	0	0	0
ENSG00000258684	4	1	1	0	0	1	0	0	0	0
ENSG00000258685	0	0	0	0	0	0	0	0	1	0
ENSG00000258687	0	1	0	1	0	0	0	0	0	0
ENSG00000258689	0	0	0	0	4	1	0	0	0	0
ENSG00000258690	0	0	0	0	0	0	0	0	0	2
ENSG00000258691	1	0	2	0	1	0	0	5	0	0
ENSG00000258692	29	2	10	15	10	50	13	8	52	3
ENSG00000258693	0	0	0	0	0	0	0	1	0	0
ENSG00000258694	0	2	0	1	0	0	2	0	1	0
ENSG00000258695	11	10	11	5	0	8	8	3	16	0
ENSG00000258696	0	0	0	0	0	0	0	4	0	0
ENSG00000258698	2	0	0	0	0	2	0	0	0	4
ENSG00000258699	0	0	0	1	1	0	0	1	1	0
ENSG00000258700	8	1	16	0	0	2	8	2	1	0
ENSG00000258701	286	64	47	65	52	132	87	47	114	110
ENSG00000258702	28	50	6	39	3	101	26	5	7	155
ENSG00000258703	0	0	0	0	0	0	0	0	0	0
ENSG00000258704	46	40	42	36	28	56	46	72	49	78
ENSG00000258705	0	0	0	3	0	0	0	0	0	5
ENSG00000258706	0	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	0	0	0	0	0	0	0	0	0
ENSG00000258708	668	24	86	50	133	31	8	322	45	105
ENSG00000258710	0	0	0	0	0	0	0	0	0	1
ENSG00000258711	2	12	1	3	1	0	6	34	2	4
ENSG00000258712	0	0	0	0	0	0	0	0	0	0
ENSG00000258713	1	0	1	0	1	0	0	20	1	1
ENSG00000258716	0	0	0	0	0	0	0	0	0	0
ENSG00000258717	4	2	8	2	2	4	5	14	10	0
ENSG00000258718	0	0	0	0	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0	0	0	0	0
ENSG00000258721	0	0	0	0	0	0	0	0	0	0
ENSG00000258722	1	0	0	0	0	0	0	0	0	0
ENSG00000258723	0	0	0	1	0	0	0	0	0	0
ENSG00000258724	2	1	1	0	0	1	1	1	3	0
ENSG00000258725	14	20	8	5	7	9	6	8	37	24
ENSG00000258726	1	0	0	0	0	0	0	2	0	0
ENSG00000258727	324	115	118	35	57	333	173	237	215	12
ENSG00000258728	0	0	0	1	0	0	0	1	2	0
ENSG00000258729	0	0	0	0	0	0	0	0	0	0
ENSG00000258730	0	0	1	5	0	0	0	4	0	1
ENSG00000258731	2	1	1	3	1	1	0	1	0	2
ENSG00000258732	94	83	23	9	10	71	124	93	84	21
ENSG00000258733	97	105	11	323	46	50	187	94	47	349
ENSG00000258734	18	0	14	17	3	29	18	39	17	3
ENSG00000258735	11	3	4	8	2	5	1	4	17	2
ENSG00000258736	0	0	0	0	1	0	1	3	1	2
ENSG00000258737	0	0	0	0	0	0	0	2	0	1
ENSG00000258738	118	37	96	26	101	138	58	521	139	54
ENSG00000258739	1	0	0	1	1	0	2	7	0	0
ENSG00000258740	0	0	0	1	1	0	0	0	0	0
ENSG00000258741	69	53	33	30	35	59	24	38	39	56
ENSG00000258742	0	0	0	2	0	0	0	0	0	0
ENSG00000258743	0	3	1	0	0	0	0	0	0	4
ENSG00000258744	42	32	14	30	20	14	16	31	51	42
ENSG00000258745	2	4	0	0	0	0	1	4	0	0
ENSG00000258746	0	0	0	0	0	0	0	0	0	0
ENSG00000258747	0	0	0	0	0	0	0	0	0	2
ENSG00000258748	31	26	4	24	16	12	4	23	31	3
ENSG00000258749	0	0	0	0	0	0	0	0	0	0
ENSG00000258750	0	0	0	0	0	0	0	0	0	0
ENSG00000258751	0	0	0	0	0	0	1	1	0	0
ENSG00000258752	0	0	0	2	0	0	0	2	0	2
ENSG00000258753	0	0	0	0	0	0	0	0	0	0
ENSG00000258754	982	1	3	1	11	3	292	2	3	0
ENSG00000258757	0	0	0	0	0	0	0	0	0	0
ENSG00000258758	1	0	0	0	0	0	0	0	0	0
ENSG00000258759	1	0	1	0	1	0	1	3	3	0
ENSG00000258760	0	0	0	0	0	0	0	0	0	0
ENSG00000258761	0	0	0	2	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0	0	0	0	0
ENSG00000258763	0	0	1	0	1	2	0	0	1	2
ENSG00000258764	2	0	1	0	2	4	2	1	3	0
ENSG00000258765	0	0	0	0	0	0	0	0	0	0
ENSG00000258766	1	0	0	0	1	0	0	0	0	0
ENSG00000258767	0	0	0	0	0	0	0	0	0	0
ENSG00000258768	261	78	86	79	70	221	136	52	209	9
ENSG00000258769	2	0	1	1	1	4	3	2	5	0
ENSG00000258770	0	0	0	0	0	0	0	0	1	0
ENSG00000258771	0	0	0	0	0	0	0	0	0	0
ENSG00000258772	0	0	0	0	0	0	0	0	0	0
ENSG00000258773	0	0	0	0	0	0	0	2	0	0
ENSG00000258774	0	0	0	0	0	0	0	0	2	0
ENSG00000258776	0	2	0	2	0	21	3	0	3	3
ENSG00000258777	12	35	4	3	2	14	2	14	2	0
ENSG00000258778	0	0	0	0	0	1	2	2	0	0
ENSG00000258779	3	0	0	5	0	2	0	0	0	0
ENSG00000258780	8	0	2	1	2	0	0	2	0	0
ENSG00000258781	0	2	2	3	0	0	1	2	0	7
ENSG00000258782	0	0	0	0	0	0	0	0	0	0
ENSG00000258783	0	3	1	0	0	0	0	0	0	0
ENSG00000258784	0	0	0	0	1	0	0	0	0	1
ENSG00000258785	2	0	0	0	1	0	58	0	0	0
ENSG00000258786	0	0	0	0	0	0	0	0	0	0
ENSG00000258787	1	0	1	0	0	1	0	0	0	0
ENSG00000258788	0	0	2	1	13	1	0	13	1	1
ENSG00000258789	41	4	11	23	10	8	64	2	41	3
ENSG00000258790	18	27	7	13	10	23	13	23	20	5
ENSG00000258791	0	0	0	2	7	0	1	2	1	0
ENSG00000258792	1	1	0	3	2	0	5	2	8	10
ENSG00000258793	0	0	0	0	0	0	0	1	0	0
ENSG00000258794	1	29	1	0	4	2	3	7	2	10
ENSG00000258795	0	0	0	0	0	0	0	0	0	0
ENSG00000258796	0	0	0	0	0	0	0	0	0	2
ENSG00000258797	0	0	0	0	0	0	0	0	0	0
ENSG00000258798	1	1	1	2	1	3	2	1	1	8
ENSG00000258799	0	0	0	0	0	0	0	0	0	0
ENSG00000258800	0	0	0	0	0	0	0	0	0	0
ENSG00000258802	2	2	0	3	1	2	0	3	3	0
ENSG00000258803	0	0	0	0	0	0	0	1	1	0
ENSG00000258804	0	0	0	0	0	0	0	0	0	3
ENSG00000258805	0	0	0	0	0	0	0	0	0	0
ENSG00000258806	10	16	15	10	17	8	15	6	32	0
ENSG00000258807	0	0	0	1	0	2	1	0	0	0
ENSG00000258808	0	0	0	0	0	0	0	0	0	5
ENSG00000258809	6	4	2	2	0	11	7	5	7	0
ENSG00000258810	0	0	0	4	11	1	2	3	1	6
ENSG00000258811	37	17	14	17	17	38	15	15	16	14
ENSG00000258812	0	0	0	0	0	0	0	0	0	0
ENSG00000258813	33	19	7	15	22	17	18	40	11	11
ENSG00000258814	0	0	0	0	1	0	0	0	0	0
ENSG00000258815	0	0	0	0	0	0	124	0	0	0
ENSG00000258816	0	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0	0
ENSG00000258818	24	11	11	7	40	2	86	24	57	57
ENSG00000258819	15	8	6	18	4	2	8	9	11	20
ENSG00000258820	0	0	0	0	1	0	0	0	0	0
ENSG00000258822	0	0	0	1	0	0	0	0	0	0
ENSG00000258823	2	1	0	1	0	1	0	0	0	0
ENSG00000258824	77	12	26	22	62	73	77	43	101	23
ENSG00000258825	2	1	2	0	3	0	0	0	1	0
ENSG00000258826	0	0	0	0	0	0	0	0	0	0
ENSG00000258827	0	0	0	0	0	1	0	0	0	1
ENSG00000258828	0	0	0	0	0	1	0	1	0	1
ENSG00000258829	1	0	0	0	0	0	0	0	0	0
ENSG00000258830	6	8	7	5	3	6	8	9	7	0
ENSG00000258831	0	0	0	1	0	0	32	0	1	0
ENSG00000258834	0	0	0	0	0	0	0	0	0	0
ENSG00000258835	0	0	0	1	0	0	0	0	0	0
ENSG00000258836	0	0	0	1	0	0	0	0	0	0
ENSG00000258837	1	0	124	0	0	0	0	0	2	0
ENSG00000258838	21	0	0	1	2	6	10	0	16	0
ENSG00000258839	918	157	249	411	234	419	98	1160	254	300
ENSG00000258841	6	1	3	3	0	6	0	10	3	0
ENSG00000258842	0	0	0	0	0	0	0	0	0	0
ENSG00000258843	0	0	0	0	0	0	0	0	0	0
ENSG00000258844	0	0	0	0	0	0	0	2	1	0
ENSG00000258845	0	0	0	1	0	1	0	0	2	1
ENSG00000258846	3	3	6	2	3	8	1	6	1	1
ENSG00000258847	1	4	8	9	6	15	4	13	1	3
ENSG00000258848	0	0	0	0	0	0	0	0	0	0
ENSG00000258849	0	0	0	1	0	0	0	0	0	1
ENSG00000258850	0	0	0	0	0	0	0	0	0	0
ENSG00000258851	3	2	1	0	2	0	1	1	4	0
ENSG00000258853	11	0	3	0	0	0	1	2	2	0
ENSG00000258854	0	0	0	0	0	0	0	0	0	0
ENSG00000258855	0	0	0	0	0	0	0	0	0	0
ENSG00000258856	0	1	0	0	0	0	0	0	1	0
ENSG00000258857	4	3	0	5	3	5	4	8	6	0
ENSG00000258858	0	0	0	1	0	0	2	1	0	0
ENSG00000258859	0	0	0	0	0	0	0	0	0	3
ENSG00000258860	0	0	0	0	0	1	0	1	0	0
ENSG00000258861	0	1	0	0	0	0	1	2	5	2
ENSG00000258863	0	0	0	0	2	0	0	0	0	0
ENSG00000258864	0	0	0	0	0	0	0	0	0	0
ENSG00000258866	0	0	0	1	0	0	0	0	0	0
ENSG00000258867	0	3	1	1	3	1	0	2	0	0
ENSG00000258868	0	0	0	2	2	0	0	0	0	0
ENSG00000258869	1	0	0	0	0	0	0	1	0	2
ENSG00000258870	2	0	0	1	0	2	0	0	2	0
ENSG00000258871	11	0	1	8	0	1	0	3	4	1
ENSG00000258872	1	0	0	0	0	0	0	1	1	0
ENSG00000258873	0	0	0	0	2	0	1	0	0	3
ENSG00000258874	0	0	0	0	0	0	0	0	0	0
ENSG00000258875	17	18	13	23	11	24	7	13	15	4
ENSG00000258876	7	1	1	0	2	7	3	0	15	0
ENSG00000258877	0	0	0	0	0	0	0	0	0	0
ENSG00000258878	0	0	0	1	0	0	0	0	0	0
ENSG00000258879	0	1	0	0	0	0	0	0	0	0
ENSG00000258881	6	20	7	24	10	8	19	9	8	56
ENSG00000258882	2	0	0	0	0	0	0	0	1	2
ENSG00000258883	0	0	0	0	0	0	0	0	0	0
ENSG00000258884	6	9	10	6	6	2	1	1	3	2
ENSG00000258885	0	0	0	0	0	0	0	0	0	0
ENSG00000258886	0	0	0	0	0	0	0	0	0	0
ENSG00000258887	0	0	0	1	0	0	0	0	0	0
ENSG00000258888	2	0	1	0	1	0	0	1	3	5
ENSG00000258890	2802	1966	1596	1193	1144	2768	2314	2189	3306	489
ENSG00000258891	9	5	5	14	2	6	12	5	13	8
ENSG00000258892	0	0	0	0	0	0	0	0	0	0
ENSG00000258893	1	2	1	0	0	0	0	0	0	0
ENSG00000258894	0	0	0	0	0	0	0	0	0	0
ENSG00000258895	1	1	1	1	0	2	0	8	0	1
ENSG00000258896	5	4	1	3	4	2	2	1	3	0
ENSG00000258897	0	0	0	0	0	0	0	0	0	0
ENSG00000258899	0	1	0	0	0	0	0	1	0	0
ENSG00000258900	49	47	31	32	48	45	36	45	22	4
ENSG00000258901	0	0	0	0	0	0	0	0	0	0
ENSG00000258902	2	0	3	0	3	0	0	0	2	0
ENSG00000258903	0	0	0	0	0	0	0	0	0	0
ENSG00000258904	5	1	0	0	2	2	4	0	8	2
ENSG00000258905	0	0	0	0	0	0	0	0	0	0
ENSG00000258906	0	0	0	0	0	0	0	1	0	2
ENSG00000258907	0	0	0	2	0	0	0	1	0	1
ENSG00000258908	0	0	0	0	0	0	0	0	0	0
ENSG00000258909	0	0	0	2	0	0	0	0	0	0
ENSG00000258910	11	649	2	0	30	2	0	17	2	1
ENSG00000258912	0	1	0	0	0	0	4	0	0	0
ENSG00000258913	15	16	6	7	14	19	23	1	69	34
ENSG00000258914	1	4	15	1	4	1	32	3	19	0
ENSG00000258915	0	0	0	1	0	0	0	0	1	2
ENSG00000258916	0	0	1	0	0	0	0	0	0	0
ENSG00000258917	0	1	0	0	0	1	2	2	0	0
ENSG00000258918	0	0	1	0	0	0	0	0	0	0
ENSG00000258919	1	3	0	5	3	2	0	2	2	0
ENSG00000258920	66	149	93	101	65	103	27	464	72	740
ENSG00000258921	0	0	0	0	0	0	0	0	0	1
ENSG00000258922	5	2	1	1	0	1	1	5	0	0
ENSG00000258923	0	0	0	0	0	0	0	0	0	0
ENSG00000258924	1	0	0	0	0	1	0	0	0	0
ENSG00000258925	7	2	4	0	1	8	1	4	2	0
ENSG00000258926	6	1	0	0	0	9	0	11	1	0
ENSG00000258927	0	0	1	2	0	0	6	29	3	0
ENSG00000258928	0	0	0	0	0	0	0	1	0	0
ENSG00000258929	9	6	8	2	2	0	3	8	12	10
ENSG00000258930	0	0	0	0	0	0	0	0	0	0
ENSG00000258931	0	0	0	1	0	0	0	0	0	0
ENSG00000258932	1	0	0	0	0	0	0	0	0	2
ENSG00000258933	0	1	0	1	0	2	0	9	2	0
ENSG00000258934	0	0	0	0	0	0	0	0	0	0
ENSG00000258935	1	0	1	0	1	0	0	0	2	2
ENSG00000258938	12	11	7	10	9	22	6	5	15	2
ENSG00000258940	59	18	25	55	14	54	26	47	44	18
ENSG00000258941	0	0	0	0	0	0	0	0	0	0
ENSG00000258942	0	2	0	0	0	1	1	1	0	0
ENSG00000258943	35	9	2	5	39	18	18	1	22	3
ENSG00000258944	2	0	7	4	13	2	1	8	8	3
ENSG00000258945	6	5	4	16	7	0	8	1	17	1
ENSG00000258946	1	1	3	2	1	0	2	0	0	4
ENSG00000258947	255	255	123	63	241	36	15	589	88	29
ENSG00000258948	0	0	0	1	0	0	0	0	0	0
ENSG00000258949	12	9	0	15	3	3	2	2	7	3
ENSG00000258951	2	1	0	0	0	8	2	3	9	0
ENSG00000258952	799	1	133	56	369	1010	362	289	303	123
ENSG00000258954	0	0	0	0	0	0	0	0	0	0
ENSG00000258955	0	0	0	0	8	17	0	2	1	0
ENSG00000258956	0	1	0	0	0	0	0	1	1	0
ENSG00000258957	8	18	10	11	4	8	12	4	6	1
ENSG00000258958	0	0	0	0	0	0	0	0	0	0
ENSG00000258959	32	6	20	1	9	16	3	24	24	1
ENSG00000258960	0	1	1	2	0	4	0	3	0	1
ENSG00000258962	0	0	0	0	0	0	1	0	0	0
ENSG00000258963	0	0	0	0	0	0	0	0	0	0
ENSG00000258964	0	0	0	0	0	1	0	0	1	0
ENSG00000258965	0	0	0	0	0	0	0	0	0	0
ENSG00000258966	0	0	0	0	0	0	0	0	0	1
ENSG00000258967	0	0	0	0	0	0	0	0	0	0
ENSG00000258968	0	0	2	0	0	0	0	0	0	0
ENSG00000258969	0	0	0	0	0	0	1	0	0	0
ENSG00000258970	0	0	0	0	0	0	0	0	0	2
ENSG00000258971	0	0	0	0	0	0	0	0	0	0
ENSG00000258972	0	0	0	0	0	0	0	0	0	0
ENSG00000258973	0	0	0	0	1	0	1	0	20	0
ENSG00000258975	0	0	0	0	0	0	0	0	0	0
ENSG00000258976	2	2	11	1	2	2	0	7	5	0
ENSG00000258977	0	0	1	1	0	0	0	0	0	0
ENSG00000258978	0	0	0	0	0	0	0	0	0	0
ENSG00000258979	0	0	0	0	0	0	0	0	0	0
ENSG00000258980	0	0	0	0	0	0	0	0	1	3
ENSG00000258981	0	0	0	0	1	2	0	3	0	0
ENSG00000258982	15	11	22	11	8	15	5	19	22	0
ENSG00000258983	14	1	1	5	3	3	6	4	5	4
ENSG00000258984	3	0	0	0	5	1	2	2	4	0
ENSG00000258985	0	0	0	0	0	0	0	0	0	0
ENSG00000258986	281	99	16	99	215	41	24	257	51	472
ENSG00000258987	0	0	0	0	1	0	0	0	0	0
ENSG00000258988	0	0	0	0	0	0	0	0	2	0
ENSG00000258989	0	0	0	0	0	0	0	0	0	0
ENSG00000258990	0	0	0	0	0	0	0	0	0	4
ENSG00000258991	0	0	0	0	0	0	0	0	0	3
ENSG00000258992	0	0	0	0	0	0	0	0	0	0
ENSG00000258993	0	0	0	0	1	0	0	1	3	0
ENSG00000258994	0	0	0	0	0	0	0	0	0	0
ENSG00000258995	0	0	0	0	0	0	0	0	0	0
ENSG00000258996	0	0	0	0	0	0	0	0	0	0
ENSG00000258997	0	0	0	0	0	0	0	0	0	0
ENSG00000258998	1	13	10	4	21	0	0	0	1	0
ENSG00000258999	21	2	2	0	7	6	6	9	3	2
ENSG00000259000	0	0	0	0	0	0	3	0	0	0
ENSG00000259001	0	0	2	1	1	0	0	2	1	3
ENSG00000259002	1	1	0	0	0	0	0	1	0	0
ENSG00000259003	0	0	0	0	0	0	0	2	1	0
ENSG00000259004	7	4	3	0	11	17	2	14	1	5
ENSG00000259005	2	1	1	0	2	3	5	4	4	0
ENSG00000259006	4	0	1	1	0	0	0	1	0	0
ENSG00000259007	0	0	0	0	0	0	0	0	0	0
ENSG00000259008	0	0	0	0	0	0	0	0	0	0
ENSG00000259009	0	0	0	2	0	0	0	0	0	3
ENSG00000259010	0	0	0	1	0	0	0	0	2	0
ENSG00000259011	0	0	0	0	0	0	0	0	0	0
ENSG00000259012	0	0	0	0	0	0	0	0	0	0
ENSG00000259013	0	0	0	0	0	0	0	0	0	0
ENSG00000259015	16	45	23	59	3	27	19	45	29	19
ENSG00000259016	0	0	0	0	0	0	0	0	0	0
ENSG00000259017	0	0	0	1	6	1	0	0	1	0
ENSG00000259018	0	0	0	0	0	0	0	0	0	0
ENSG00000259019	1	1	0	0	0	0	1	0	0	0
ENSG00000259020	16	12	11	9	7	28	11	31	20	1
ENSG00000259021	0	0	0	0	0	0	1	0	0	0
ENSG00000259022	0	1	1	4	0	1	0	5	2	0
ENSG00000259023	1	3	2	5	5	5	9	34	24	0
ENSG00000259024	11	2	2	1	4	6	12	2	2	0
ENSG00000259025	0	0	0	0	0	0	0	0	0	0
ENSG00000259026	3	3	0	2	0	1	1	0	3	0
ENSG00000259028	0	0	0	0	0	0	0	0	0	0
ENSG00000259029	0	0	0	0	0	0	0	0	0	0
ENSG00000259030	42	43	8	13	19	60	28	17	122	5
ENSG00000259031	11	69	1	0	1	29	21	21	37	6
ENSG00000259032	2	1	2	1	0	3	1	3	3	0
ENSG00000259033	0	1	0	1	0	2	1	0	0	0
ENSG00000259035	0	0	0	0	0	0	0	0	0	0
ENSG00000259036	0	0	0	2	0	0	0	0	0	0
ENSG00000259037	0	0	0	0	0	0	0	0	0	0
ENSG00000259038	0	0	1	0	0	1	0	2	0	0
ENSG00000259039	0	1	3	1	1	2	13	0	16	6
ENSG00000259040	29	30	122	79	24	48	19	18	17	70
ENSG00000259041	0	0	0	0	0	0	0	0	0	0
ENSG00000259042	0	0	0	0	1	0	0	0	0	0
ENSG00000259043	0	0	0	0	0	0	0	0	0	1
ENSG00000259044	0	0	0	0	0	0	0	0	0	0
ENSG00000259045	2	2	2	1	2	3	1	2	2	0
ENSG00000259046	1	0	0	1	0	0	0	0	0	0
ENSG00000259047	0	0	0	0	0	0	0	0	0	0
ENSG00000259048	0	0	2	0	0	0	0	1	0	2
ENSG00000259049	0	0	0	0	0	0	0	0	0	0
ENSG00000259050	0	1	2	4	0	0	0	1	0	9
ENSG00000259051	3	5	7	1	0	10	4	21	7	0
ENSG00000259052	1	0	2	1	0	0	0	4	5	0
ENSG00000259053	0	0	0	0	0	0	0	0	0	0
ENSG00000259054	2	5	6	1	1	2	3	4	4	6
ENSG00000259055	0	0	0	0	0	0	0	0	0	0
ENSG00000259056	0	0	0	0	0	0	1	1	1	0
ENSG00000259057	1	0	0	1	0	0	0	0	0	0
ENSG00000259058	3	2	1	0	1	1	0	1	1	1
ENSG00000259059	1	1	0	1	0	0	1	0	0	0
ENSG00000259060	0	0	0	0	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0	0	0	0	0
ENSG00000259062	1	3	5	5	9	9	2	6	5	5
ENSG00000259064	0	0	0	0	0	0	0	0	0	0
ENSG00000259065	184	93	229	476	109	274	23	239	188	159
ENSG00000259066	9	0	1	0	2	3	8	0	12	0
ENSG00000259067	3	0	0	1	0	1	2	0	6	0
ENSG00000259068	0	0	0	0	0	0	0	0	0	0
ENSG00000259069	0	0	0	0	0	0	0	2	0	0
ENSG00000259070	0	0	3	10	20	4	20	1	2	29
ENSG00000259071	0	0	0	0	0	0	0	0	0	0
ENSG00000259072	0	0	0	0	0	1	0	0	0	0
ENSG00000259073	0	0	0	0	0	0	0	1	1	0
ENSG00000259074	0	0	0	0	0	0	0	0	0	0
ENSG00000259075	48	10	5	29	21	28	17	16	14	22
ENSG00000259076	0	0	0	0	0	0	0	0	1	2
ENSG00000259077	0	0	0	0	0	0	0	0	0	0
ENSG00000259078	3	1	1	1	1	1	2	0	1	0
ENSG00000259079	0	0	0	0	0	0	0	0	1	1
ENSG00000259080	0	0	0	0	0	2	0	0	0	0
ENSG00000259081	21	12	6	17	9	33	11	38	24	0
ENSG00000259082	0	0	0	0	1	0	0	0	0	0
ENSG00000259083	3	0	2	3	2	2	6	2	7	2
ENSG00000259084	0	0	0	0	0	0	0	4	0	0
ENSG00000259086	1	0	0	0	0	1	2	1	0	0
ENSG00000259087	3	0	1	0	1	0	0	0	1	0
ENSG00000259088	29	12	19	44	12	53	27	19	12	0
ENSG00000259089	0	0	0	0	0	0	0	0	0	0
ENSG00000259090	1	0	0	1	0	1	1	1	2	0
ENSG00000259091	5	6	1	7	11	5	1	1	21	1
ENSG00000259092	0	1	0	0	1	0	0	0	1	0
ENSG00000259093	0	0	1	1	0	8	0	1	0	0
ENSG00000259094	0	0	0	0	0	0	0	0	0	0
ENSG00000259095	0	0	0	0	0	0	0	0	0	0
ENSG00000259096	2	1	0	0	1	2	0	1	1	1
ENSG00000259097	0	0	0	0	0	0	0	0	0	0
ENSG00000259098	55	24	7	4	4	29	71	33	43	0
ENSG00000259099	0	0	0	4	0	2	0	2	0	0
ENSG00000259100	8	4	0	3	0	5	4	1	7	0
ENSG00000259102	0	0	0	0	0	0	0	1	0	0
ENSG00000259103	0	0	0	0	1	0	0	0	0	0
ENSG00000259104	0	0	0	0	0	0	0	0	0	0
ENSG00000259105	1	0	2	3	0	4	1	5	0	0
ENSG00000259106	0	4	0	0	0	1	0	1	1	0
ENSG00000259107	1	0	0	0	0	0	0	0	0	0
ENSG00000259108	0	0	0	5	0	0	0	0	0	8
ENSG00000259109	0	9	0	0	0	0	1	1	0	1
ENSG00000259110	0	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	1	0	0	1
ENSG00000259112	0	0	0	0	0	0	0	0	0	0
ENSG00000259113	2	0	3	2	1	3	0	1	6	0
ENSG00000259115	0	0	0	0	0	0	0	0	0	0
ENSG00000259116	16	3	2	0	2	12	5	4	30	26
ENSG00000259117	0	0	0	0	0	0	0	0	0	0
ENSG00000259118	5	0	0	0	0	5	3	0	4	4
ENSG00000259119	0	0	0	2	0	0	0	0	0	0
ENSG00000259120	1	0	0	2	1	0	0	4	2	2
ENSG00000259121	1	2	2	1	1	2	0	1	1	2
ENSG00000259122	10	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	0	0	0	0	79	0	0	0
ENSG00000259124	5	0	1	6	9	10	0	2	6	2
ENSG00000259125	2	0	0	0	0	1	1	0	1	9
ENSG00000259126	0	5	4	3	12	0	0	1	0	2
ENSG00000259129	1	0	0	1	1	0	52	1	76	0
ENSG00000259130	0	0	0	1	1	0	0	0	0	0
ENSG00000259132	0	0	0	0	0	0	0	0	0	0
ENSG00000259133	0	0	0	0	0	0	0	0	0	0
ENSG00000259134	45	3	2	4	43	9	19	38	21	3
ENSG00000259135	0	0	0	0	0	2	1	1	0	0
ENSG00000259136	0	0	0	0	0	0	0	0	0	0
ENSG00000259137	2	0	1	1	1	5	1	3	6	0
ENSG00000259138	17	4	5	0	4	12	7	3	14	3
ENSG00000259140	0	0	0	0	0	0	0	0	0	0
ENSG00000259142	0	0	0	0	0	0	0	0	0	0
ENSG00000259143	0	0	0	0	0	0	0	0	0	0
ENSG00000259144	1	0	1	0	0	0	0	0	0	0
ENSG00000259146	37	134	66	35	17	71	60	65	49	43
ENSG00000259148	0	0	0	0	0	0	0	0	0	0
ENSG00000259149	0	0	0	1	0	0	0	0	0	4
ENSG00000259150	0	0	0	0	0	0	0	0	0	0
ENSG00000259151	0	1	1	2	2	1	0	2	3	0
ENSG00000259152	1	0	0	0	0	0	0	0	0	0
ENSG00000259153	23	59	107	2	51	1	35	48	18	17
ENSG00000259154	0	0	0	0	0	0	0	0	0	0
ENSG00000259155	2	0	2	3	1	2	2	1	5	0
ENSG00000259156	2	1	0	1	0	1	0	0	0	0
ENSG00000259157	0	0	0	0	0	0	0	0	0	0
ENSG00000259158	16	10	11	12	7	12	13	5	21	4
ENSG00000259159	4	0	3	3	24	7	2	7	5	0
ENSG00000259160	0	0	0	0	0	0	0	0	0	7
ENSG00000259161	0	0	0	0	0	0	0	1	0	0
ENSG00000259162	0	0	0	0	1	0	0	0	0	0
ENSG00000259163	1	5	0	2	2	2	0	1	7	0
ENSG00000259164	0	0	0	0	0	0	0	0	0	0
ENSG00000259165	0	3	1	3	3	2	0	1	6	0
ENSG00000259166	2	0	0	3	7	1	53	59	21	0
ENSG00000259167	0	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0	0
ENSG00000259169	8	1	0	0	1	4	2	1	3	0
ENSG00000259170	0	0	0	2	0	0	0	3	0	0
ENSG00000259171	1	0	0	0	2	0	10	0	4	4
ENSG00000259172	142	10	16	21	27	63	14	49	34	43
ENSG00000259173	0	0	0	0	0	0	0	0	0	1
ENSG00000259175	0	1	0	1	0	0	0	0	1	3
ENSG00000259176	0	0	0	0	0	0	0	0	0	0
ENSG00000259177	0	0	0	1	0	0	0	0	0	0
ENSG00000259178	0	0	0	0	0	0	0	0	0	0
ENSG00000259179	0	0	0	0	0	0	0	1	0	0
